_,Id,Name,RecordType,RecordType.Name,BillingLongitude,BillingLatitude
[Account],0011N000018j3WzQAI,New Mt. Rose Baptist Church,[RecordType],Church,-95.332,29.7975
[Account],0011N000018j3X0QAI,New Mt. Sinai Baptist Church,[RecordType],Church,-95.458288,29.860502
[Account],0011N000018j3X2QAI,New Mt. Zion Baptist Church,[RecordType],Church,-95.410517,29.016639
[Account],0011N000018j3X3QAI,New Mt. Zion Baptist Church,[RecordType],Church,-95.359708,29.624633
[Account],0011N000018j3X4QAI,New Pleasant Grove Missionary Baptist Church,[RecordType],Church,-95.336818,29.772851
[Account],0011N000018j3X8QAI,New Providence Missionary Baptist Church,[RecordType],Church,-95.347049,29.689918
[Account],0011N000018j3X9QAI,New Salem Baptist Church,[RecordType],Church,-94.9646,30.3517
[Account],0011N000018j3XAQAY,New Salem Missionary Baptist Church,[RecordType],Church,-95.286245,29.818769
[Account],0011N000018j3XBQAY,New Solid Rock Missionary Baptist Church,[RecordType],Church,-95.361698,29.6898
[Account],0013l00002G4rs5AAB,Greater Purelight Missionary,[RecordType],Church,-95.323222,29.903331
[Account],0013l00002G4rs6AAB,First Baptist Church North Houston,[RecordType],Church,-95.329868,29.910529
[Account],0013l00002G4rs7AAB,Life International Church,[RecordType],Church,-95.311269,29.901205
[Account],0013l00002G4rs8AAB,Faith Christian Family Church,[RecordType],Church,-95.311269,29.901205
[Account],0013l00002G4rs9AAB,Sonrise Community Church,[RecordType],Church,-95.307847,29.89149
[Account],0013l00002G4rsBAAR,Betania Baptist Church,[RecordType],Church,-95.3388,29.8588
[Account],0013l00002G4rsCAAR,The Potter’s House Christian Fellowship Church,[RecordType],Church,-95.340204,29.901662
[Account],0013l00002G4rsDAAR,The Church of the Lord Jesus Christ,[RecordType],Church,-95.324399,29.877301
[Account],0013l00002G4rsEAAR,The Word Church,[RecordType],Church,-95.359898,29.932356
[Account],0013l00002G4rsFAAR,New Mount Olive Church,[RecordType],Church,-95.322963,29.890674
[Account],0013l00002G4rtpAAB,AWAKE CHURCH / Formerly Victory Life Fellowship,[RecordType],Church,-95.415133,29.967455
[Account],0013l00002G4rtqAAB,Green House International Church,[RecordType],Church,-95.419733,29.949892
[Account],0013l00002G4rtrAAB,Rhema Word of Life Church,[RecordType],Church,-95.388946,29.942902
[Account],0013l00002G4rtsAAB,Willing Workers Baptist Church,[RecordType],Church,-95.392765,29.939924
[Account],0013l00002G4rttAAB,The Universal Church,[RecordType],Church,-95.4008,29.9505
[Account],0013l00002G4rtuAAB,Gloryland Church,[RecordType],Church,-95.384843,29.94625
[Account],0011N000018j3KmQAI,Iglesia Cristiana Restauracion,[RecordType],Church,-95.48266,29.822643
[Account],0011N000018j3KoQAI,Iglesia Cristiana Spring Branch,[RecordType],Church,-95.512871,29.793692
[Account],0011N000018j3KpQAI,Iglesia Cristo Vive Assemblies,[RecordType],Church,-95.632792,29.689878
[Account],0011N000018j3KqQAI,Iglesia de Christo,[RecordType],Church,-95.369186,29.832298
[Account],0011N000018j3KrQAI,Iglesia de Cristo Elim,[RecordType],Church,-95.570491,29.797857
[Account],0011N000018j3KsQAI,Iglesia de Cristo Northside,[RecordType],Church,-95.348895,29.826278
[Account],0011N000018j3KtQAI,Iglesia de Cristo Pacto Eterno,[RecordType],Church,-95.516733,29.800547
[Account],0011N000018j3KuQAI,Iglesia de Cristo Pentecostal,[RecordType],Church,-95.462788,30.301849
[Account],0011N000018j3KvQAI,Iglesia de Cristo Pentecostal Hispana,[RecordType],Church,-95.532488,29.832742
[Account],0011N000018j3KwQAI,Iglesia de Cristo Trono de Gloria,[RecordType],Church,-95.587343,29.690404
[Account],0011N000018j3KxQAI,Iglesia de Dios - Houston #1,[RecordType],Church,-95.266598,29.836119
[Account],0011N000018j3KyQAI,Iglesia de Dios - Houston #2,[RecordType],Church,-95.320155,29.746386
[Account],0011N000018j3KzQAI,Iglesia de Dios - Houston #3,[RecordType],Church,-95.27967,29.712573
[Account],0011N000018j3L0QAI,Iglesia de Dios - Houston #4,[RecordType],Church,-95.484233,29.708433
[Account],0011N000018j3L1QAI,Northwest Bible Church,[RecordType],Church,-95.499489,30.038038
[Account],0011N000018j3L2QAI,Iglesia de Dios - Rosenberg,[RecordType],Church,-95.808483,29.555674
[Account],0013l00002G4rtvAAB,Unveil Community Church,[RecordType],Church,-95.427956,29.950801
[Account],0013l00002G4rtwAAB,Foundation Church International,[RecordType],Church,-95.384327,29.941955
[Account],0013l00002G4rtxAAB,Dynamic Faith Church,[RecordType],Church,-95.385735,29.947886
[Account],0013l00002G4rtyAAB,Dwelling Place Church,[RecordType],Church,-95.411696,29.983728
[Account],0013l00002G4rtzAAB,In His Image Covenant Church,[RecordType],Church,-95.392571,29.932286
[Account],0013l00002G4ru0AAB,The Church of Jesus Christ of Latter-day Saints,[RecordType],Church,-95.432887,30.007528
[Account],0013l00002G4rvJAAR,Church of Christ At Westfield,[RecordType],Church,-95.401273,30.019383
[Account],0013l00002G4rvKAAR,St. Matthew Lutheran Church of Westfield,[RecordType],Church,-95.401659,30.024421
[Account],0013l00002G4rvLAAR,Pillar of Faith Ministries,[RecordType],Church,-95.449861,30.014426
[Account],0013l00002G4rvMAAR,Bethel Tabernacle,[RecordType],Church,-95.412142,30.023188
[Account],0011N000018j3L3QAI,Iglesia de Dios Israelita (Stiles St),[RecordType],Church,-95.327336,29.742384
[Account],0011N000018j3L4QAI,Iglesia de Dios Misionera los Dos Olivos,[RecordType],Church,,
[Account],0011N000018j3L5QAI,Iglesia de Dios Pentecostal Mi - Conroe #1,[RecordType],Church,-95.46195,30.304424
[Account],0011N000018j3L6QAI,Iglesia de Dios Pentecostal Mi - Conroe #2,[RecordType],Church,-95.462788,30.301849
[Account],0011N000018j3L7QAI,Iglesia de Dios Pentecostal Mission,[RecordType],Church,-95.513328,29.805819
[Account],0011N000018j3L8QAI,Turning Point Church - League City,[RecordType],Church,-95.092253,29.500563
[Account],0011N000018j3L9QAI,Iglesia Del Consolador,[RecordType],Church,-95.6663,29.8386
[Account],0011N000018j3LAQAY,Iglesia Del Redentor Episcopal,[RecordType],Church,-95.334082,29.739738
[Account],0011N000018j3LBQAY,Iglesia Eben Ezer,[RecordType],Church,-95.461809,29.638608
[Account],0013l00002G4rvNAAR,Yehoshua Missionary Baptist Church,[RecordType],Church,-95.388616,30.023096
[Account],0013l00002G4rvOAAR,Grace Family Baptist Church,[RecordType],Church,-95.434546,30.018192
[Account],0013l00002G4rvPAAR,North Houston Christadelphian Church,[RecordType],Church,-95.394601,30.017559
[Account],0013l00002G4rvQAAR,Northeast Houston Community Church,[RecordType],Church,-95.383126,30.011963
[Account],0013l00002G4rvRAAR,Redeemed Christian Church of God,[RecordType],Church,-95.381125,30.022027
[Account],0013l00002G4rvSAAR,Korean Central Baptist Church,[RecordType],Church,-95.42309,30.026262
[Account],0013l00002G4rvTAAR,Cypress Trails United Methodist Church,[RecordType],Church,-95.385505,30.044117
[Account],0011N000018j3LCQAY,Iglesia Efeso,[RecordType],Church,-95.3022,29.6894
[Account],0011N000018j3LDQAY,Iglesia El Sembrador,[RecordType],Church,-95.324968,29.870756
[Account],0011N000018j3LEQAY,Iglesia Episcapol,[RecordType],Church,-95.528462,29.675588
[Account],0011N000018j3LFQAY,Iglesia Episcopal San Mateo,[RecordType],Church,-95.48032,29.707482
[Account],0011N000018j3LGQAY,Iglesia Esposa de Cordero,[RecordType],Church,,
[Account],0011N000018j3LHQAY,Iglesia Evangelica Bethel,[RecordType],Church,,
[Account],0011N000018j3LIQAY,Iglesia Evangelica Cristo,[RecordType],Church,-95.44556,29.614034
[Account],0011N000018j3LJQAY,Iglesia Evangelica De Apostles Y Profetes Libre,[RecordType],Church,-95.543944,29.615837
[Account],0011N000018j3LKQAY,Iglesia Evangelica Metodista Libre,[RecordType],Church,-95.806263,29.550531
[Account],0011N000018j3V1QAI,Shilo Baptist Church,[RecordType],Church,-95.425514,29.882587
[Account],0011N000018j3V2QAI,Grace Community - Alvin,[RecordType],Church,-95.237179,29.418532
[Account],0011N000018j3V3QAI,New Birth Missionary Baptist Church,[RecordType],Church,-95.356917,29.729795
[Account],0011N000018j3V4QAI,New Bright Star Missionary Baptist,[RecordType],Church,-95.355555,29.688234
[Account],0011N000018j3V5QAI,New Canaan Missionary Baptist Church,[RecordType],Church,-95.328623,29.802575
[Account],0011N000018j3V6QAI,New Caney Pentecostal Church of God,[RecordType],Church,-95.1585,30.2265
[Account],0011N000018j3V7QAI,New Celestial Church of Christ,[RecordType],Church,-95.587367,29.691531
[Account],0011N000018j3V8QAI,New Christway Missionary Baptist Church,[RecordType],Church,-95.351562,29.797633
[Account],0011N000018j3V9QAI,New Commandment Baptist Church,[RecordType],Church,-95.317943,29.861282
[Account],0011N000018j3VAQAY,New Covenant Baptist Mission,[RecordType],Church,-95.420633,29.954474
[Account],0013l00002G4rvUAAR,North Central Church,[RecordType],Church,-95.405966,30.067564
[Account],0013l00002G4rvVAAR,Lifeworx Church,[RecordType],Church,-95.375402,30.019568
[Account],0013l00002G4rvWAAR,First Baptist Church of Spring Forest,[RecordType],Church,-95.384775,30.042576
[Account],0013l00002G4rvXAAR,St James Catholic Church,[RecordType],Church,-95.383324,30.045286
[Account],0013l00002G4rvYAAR,Founders Baptist Church,[RecordType],Church,-95.402265,30.06492
[Account],0011N000018j3VDQAY,New Covenant Christian Church,[RecordType],Church,-95.238876,29.589704
[Account],0011N000018j3VFQAY,New Covenant Missionary Baptist Church,[RecordType],Church,-94.9646,30.3517
[Account],0011N000018j3VGQAY,New Covenant Outreach Ministry,[RecordType],Church,-95.760617,30.005348
[Account],0011N000018j3VHQAY,New Covenant Praise Church,[RecordType],Church,-95.355472,29.905582
[Account],0011N000018j3VIQAY,Grace Community - Missouri City,[RecordType],Church,-95.54496,29.581171
[Account],0011N000018j3VJQAY,New Creation Church,[RecordType],Church,-95.487837,29.829246
[Account],0011N000018j3VKQAY,New Day Deliverance Holiness Church,[RecordType],Church,-95.263115,29.842828
[Account],0011N000018j3VLQAY,New Direction Baptist Church,[RecordType],Church,-95.5281,29.6613
[Account],0011N000018j3VMQAY,New Elijah Missionary Baptist,[RecordType],Church,-95.360033,29.662929
[Account],0011N000018j3VNQAY,New Era Missionary Baptist Church,[RecordType],Church,-95.380519,29.652452
[Account],0011N000018j3VOQAY,New Evergreen Baptist Church,[RecordType],Church,-95.334528,29.794238
[Account],0011N000018j3VPQAY,New Faith Baptist Church,[RecordType],Church,-95.328472,29.665993
[Account],0011N000018j3VQQAY,Grace Family Fellowship,[RecordType],Church,-95.203129,29.531768
[Account],0011N000018j3VRQAY,New Faith Missionary Baptist,[RecordType],Church,-95.328472,29.665993
[Account],0011N000018j3VSQAY,New Faith Missionary Baptist Church,[RecordType],Church,-95.337608,29.839565
[Account],0013l00002G4rvZAAR,Palace of Praise Church,[RecordType],Church,-95.431471,30.044966
[Account],0013l00002G4rvaAAB,Get Wrapped Church,[RecordType],Church,-95.388162,30.048614
[Account],0013l00002G4rvbAAB,Hosanna Lutheran Church,[RecordType],Church,-95.445178,30.009473
[Account],0011N000018j3VTQAY,New Faith Missionary Church,[RecordType],Church,-95.37304,29.651775
[Account],0011N000018j3VUQAY,New Fellowship Baptist Church,[RecordType],Church,-95.333942,29.772829
[Account],0011N000018j3VVQAY,New Fellowship Missionary Baptist Church,[RecordType],Church,-95.314514,29.854847
[Account],0011N000018j3VWQAY,New Fellowship Missionary Baptist Church,[RecordType],Church,-95.343099,29.835601
[Account],0011N000018j3VXQAY,New Friendship North Baptist Church,[RecordType],Church,-95.455022,30.028608
[Account],0011N000018j3VYQAY,Grace Fellowship Bible Church - Humble,[RecordType],Church,-95.143874,30.001501
[Account],0011N000018j3VZQAY,New Greater Mt. Zion Baptist Church,[RecordType],Church,-95.365188,29.670431
[Account],0011N000018j3VaQAI,New Grove Street Baptist Church,[RecordType],Church,-95.336818,29.772851
[Account],0013l00002G0l7MAAR,Greater Faith,[RecordType],Church,,
[Account],0011N000018j3VbQAI,New Guide Missionary Baptist Church,[RecordType],Church,-95.347881,29.731788
[Account],0011N000018j3VcQAI,New Guide Missionary Baptist Church (Pastor's Stud,[RecordType],Church,-95.347881,29.731788
[Account],0011N000018j3VdQAI,New Harvest Bible - Texas City,[RecordType],Church,-94.906346,29.382789
[Account],0011N000018j3VeQAI,New Heart COGIC - Houston,[RecordType],Church,-95.30019,29.861126
[Account],0011N000018j3VfQAI,New Heights Baptist Church,[RecordType],Church,-95.408745,29.796185
[Account],0011N000018j3VgQAI,New Hope Baptist - Cleveland,[RecordType],Church,-94.9646,30.3517
[Account],0011N000018j3VhQAI,New Hope Baptist - Clute,[RecordType],Church,-95.389393,29.019754
[Account],0011N000018j3ViQAI,New Hope Baptist - Crosby #1,[RecordType],Church,-95.075778,29.945163
[Account],0011N000018j3VjQAI,New Hope Baptist - Crosby #2,[RecordType],Church,-95.0665,29.9202
[Account],0011N000018j3VkQAI,New Hope Baptist - Houston #1,[RecordType],Church,-95.35415,29.807045
[Account],0011N000018j3VlQAI,New Hope Baptist - Houston #2,[RecordType],Church,-95.462076,29.842124
[Account],0011N000018j3VmQAI,New Hope Baptist - Houston #3,[RecordType],Church,-95.373077,29.672449
[Account],0011N000018j3VnQAI,New Hope Baptist - Houston #4,[RecordType],Church,-95.364476,29.66622
[Account],0011N000018j3VoQAI,New Hope Baptist - Houston #5,[RecordType],Church,-95.303818,29.839528
[Account],0011N000018j3VpQAI,New Hope Baptist - Houston #6,[RecordType],Church,-95.36977,29.773525
[Account],0011N000018j3VqQAI,New Hope Baptist - Houston #7,[RecordType],Church,-95.36977,29.773525
[Account],0011N000018j3VrQAI,New Hope Baptist - La Porte,[RecordType],Church,-95.023296,29.667615
[Account],0011N000018j3VsQAI,New Hope Baptist - La Porte VERIFY & COMBINE,[RecordType],Church,-95.023296,29.667615
[Account],0011N000018j3VtQAI,New Hope Baptist - Pinehurst,[RecordType],Church,-95.7418,30.1573
[Account],0011N000018j3VuQAI,New Hope Baptist Church of Missouri City,[RecordType],Church,-95.482964,29.590916
[Account],0011N000018j3VvQAI,New Hope Baptist Mission,[RecordType],Church,-95.495401,29.904776
[Account],0011N000018j3VwQAI,New Hope Bible Church,[RecordType],Church,-94.998152,29.372773
[Account],0011N000018j3VxQAI,New Hope Missionary Baptist - Clute,[RecordType],Church,-95.389393,29.019754
[Account],0011N000018j3VyQAI,New Hope Missionary Baptist - Deer Park,[RecordType],Church,-95.123631,29.671082
[Account],0011N000018j3VzQAI,New Hope Missionary Baptist - Evergreen,[RecordType],Church,-94.9646,30.3517
[Account],0011N000018j3W0QAI,New Hope Missionary Baptist - Houston #2,[RecordType],Church,-95.283605,29.841296
[Account],0011N000018j3W1QAI,New Hope Missionary Baptist - Houston #3,[RecordType],Church,-95.366303,29.73213
[Account],0011N000018j3W2QAI,New Hope Missionary Baptist - Houston #4,[RecordType],Church,-95.282478,29.802891
[Account],0011N000018j3W3QAI,New Hope Missionary Baptist - Houston #5,[RecordType],Church,-95.368953,29.658448
[Account],0011N000018j3W4QAI,New Hope Missionary Baptist - Houston #6,[RecordType],Church,-95.374747,29.672082
[Account],0011N000018j3W5QAI,New Hope Presbyterian Church,[RecordType],Church,-95.750678,29.791602
[Account],0011N000018j3W6QAI,New Horizons Community Baptist Church,[RecordType],Church,-95.373099,29.558309
[Account],0011N000018j3W7QAI,New Jerusalem Baptist - Dickinson,[RecordType],Church,-95.060092,29.468019
[Account],0011N000018j3W8QAI,New Jerusalem Baptist - Freeport,[RecordType],Church,-95.344874,28.945047
[Account],0011N000018j3W9QAI,New Jerusalem Baptist - Houston #1,[RecordType],Church,-95.435428,29.862664
[Account],0011N000018j3WBQAY,New Jerusalem Community Baptist Church,[RecordType],Church,-95.493416,29.984266
[Account],0011N000018j3WCQAY,New Jerusalem Missionary Baptist - Houston #1,[RecordType],Church,-95.315284,29.867073
[Account],0011N000018j3WDQAY,New Jerusalem Missionary Baptist - Houston #2,[RecordType],Church,-95.461738,29.884454
[Account],0011N000018j3WEQAY,New Jerusalem Missionary Baptist - Houston #3,[RecordType],Church,-95.369699,29.672362
[Account],0011N000018j3WFQAY,New Jerusalem Missionary Baptist - Houston #4,[RecordType],Church,-95.312704,29.828026
[Account],0011N000018j3WGQAY,New Jerusalem Missionary Baptist - Houston #5,[RecordType],Church,-95.436187,29.863089
[Account],0011N000018j3WHQAY,New Jeruselem Church of God in Christ,[RecordType],Church,-95.021304,29.666843
[Account],0011N000018j3WIQAY,New Jesus Way Missionary Baptist Church,[RecordType],Church,-95.328903,29.817357
[Account],0011N000018j3WJQAY,New Liberty Community Church Inc.,[RecordType],Church,-95.328327,29.786051
[Account],0011N000018j3WKQAY,Grace Tabernacle Church (Pasadena),[RecordType],Church,-95.202067,29.697054
[Account],0011N000018j3WLQAY,Living Word Outreach Inc.,[RecordType],Church,-95.474352,29.787849
[Account],0011N000018j3WMQAY,Greater Star Hope Spiritual Church,[RecordType],Church,-95.327586,29.787255
[Account],0011N000018j3WNQAY,Grove Community Church,[RecordType],Church,-95.1482,29.6653
[Account],0011N000018j3WOQAY,New Life Baptist Church,[RecordType],Church,-95.543618,29.814571
[Account],0011N000018j3WPQAY,New Life Beginnings Church,[RecordType],Church,-95.756323,29.762897
[Account],0011N000018j3WQQAY,New Life Bible Fellowship,[RecordType],Church,-95.420738,30.337759
[Account],0011N000018j3WRQAY,New Life Center Apostolic Church,[RecordType],Church,-95.312,29.7728
[Account],0011N000018j3WSQAY,New Life Changing Baptist Church,[RecordType],Church,-95.268605,29.626662
[Account],0011N000018j3WTQAY,New Life Chinese Baptist Church,[RecordType],Church,-95.568368,29.591491
[Account],0011N000018j3WUQAY,Harvest Church - Humble,[RecordType],Church,-95.2537,29.9987
[Account],0011N000018j3WVQAY,New Life Christian Church,[RecordType],Church,-95.5847,29.6883
[Account],0011N000018j3WWQAY,Helping Grace Church,[RecordType],Church,-95.58811,29.601113
[Account],0011N000018j3WXQAY,New Life Christian Fellowship - La Porte,[RecordType],Church,-95.08691,29.676765
[Account],0013l00002G4rrlAAB,Free Will Baptist Church,[RecordType],Church,-95.451764,29.925932
[Account],0013l00002G4rrmAAB,Church of Christ,[RecordType],Church,-95.466154,29.901623
[Account],0013l00002G4rrnAAB,St John Neumann Catholic Church,[RecordType],Church,-95.460597,29.931298
[Account],0013l00002G4rroAAB,Holy Ghost AME Zion Church,[RecordType],Church,-95.458104,29.934387
[Account],0013l00002G4rrpAAB,City Church,[RecordType],Church,-95.428569,29.901227
[Account],0013l00002G4rrqAAB,Our Lady of Lavang Church in Houston,[RecordType],Church,-95.468977,29.911164
[Account],0011N000018j3WYQAY,Holy Temple,[RecordType],Church,-95.365847,29.668219
[Account],0011N000018j3WZQAY,New Life Church - Missouri City,[RecordType],Church,-95.528778,29.583353
[Account],0011N000018j3WaQAI,New Life Church of God in Christ,[RecordType],Church,-95.422609,29.865995
[Account],0011N000018j3WbQAI,New Life Church Southwest,[RecordType],Church,-95.561911,29.614361
[Account],0011N000018j3WcQAI,New Life Community Baptist Church,[RecordType],Church,-95.27087,29.833161
[Account],0011N000018j3WdQAI,New Life In Christ Ministry,[RecordType],Church,-95.4385,30.4433
[Account],0011N000018j3WeQAI,New Life Missionary Baptist - Alvin,[RecordType],Church,-95.240547,29.387939
[Account],0011N000018j3WfQAI,New Life Missionary Baptist - Houston #1,[RecordType],Church,-95.324106,29.831292
[Account],0011N000018j3WgQAI,New Life Missionary Baptist - Houston #2,[RecordType],Church,-95.282233,29.817621
[Account],0011N000018j3WhQAI,New Life Missionary Baptist - Missouri City,[RecordType],Church,-95.505064,29.601908
[Account],0013l00002G4rrrAAB,Bible Fellowship Baptist Church,[RecordType],Church,-95.480262,29.927003
[Account],0013l00002G4rrsAAB,New Light Christian Center,[RecordType],Church,-95.446678,29.941811
[Account],0013l00002G4rrtAAB,The Church of Jesus Christ of Latter-day Saints,[RecordType],Church,-95.505105,29.924205
[Account],0013l000029O0HBAA0,Crossbridge Christian Church,[RecordType],Church,-95.637111,29.902239
[Account],0011N000018j3FYQAY,Greater Mt. Moriah Baptist,[RecordType],Church,-95.257878,29.743349
[Account],0011N000018j3FZQAY,Greater Mt. Moriah Baptist Church,[RecordType],Church,-95.257878,29.743349
[Account],0011N000018j3FaQAI,Greater Mt. Nebo Baptist Church,[RecordType],Church,-95.319655,29.787941
[Account],0011N000018j3FbQAI,Greater Mt. Olive Baptist - Houston,[RecordType],Church,-95.336699,29.767535
[Account],0011N000018j3FcQAI,Greater Mt. Olive Missionary Baptist Church,[RecordType],Church,-95.38192,29.814584
[Account],0011N000018j3FdQAI,Greater Mt. Olive Progressive Baptist,[RecordType],Church,-95.382499,29.81878
[Account],0011N000018j3FeQAI,Calvary Baptist - Houston #6,[RecordType],Church,-95.399108,29.822944
[Account],0011N000018j3FfQAI,Greater Galilee Baptist Church (Hardy St),[RecordType],Church,-95.352158,29.802443
[Account],0011N000018j3FgQAI,Greater Mt. Pillow Baptist Church,[RecordType],Church,-95.415318,29.76584
[Account],0011N000018j3FhQAI,Greater Mt. Zion Missionary Baptist (Brazoria),[RecordType],Church,-95.5808,29.014
[Account],0011N000018j3FiQAI,Trinity Missionary Baptist Church,[RecordType],Church,-95.338953,29.673656
[Account],0011N000018j3HnQAI,His Touch Ministries,[RecordType],Church,-95.22578,29.703382
[Account],0011N000018j3HoQAI,Holiday Lakes Baptist Church,[RecordType],Church,-95.513732,29.204461
[Account],0011N000018j3HpQAI,Holland Avenue Baptist Church,[RecordType],Church,-95.233536,29.763109
[Account],0011N000018j3HqQAI,Holy Bible Baptist Church,[RecordType],Church,-95.352097,29.686118
[Account],0011N000018j3HrQAI,Holy Bible Missionary Baptist Church,[RecordType],Church,-95.328532,29.805986
[Account],0011N000018j3HsQAI,Holy Comforter Episcopal Church,[RecordType],Church,-95.451367,30.067942
[Account],0011N000018j3HtQAI,Holy Comforter Episcopal Church of Angleton (Lee H,[RecordType],Church,-95.429571,29.16225
[Account],0011N000018j3HuQAI,Holy Comforter Episcopal Church of Angleton (Offic,[RecordType],Church,-95.42986,29.162819
[Account],0011N000018j3HwQAI,Church of Christ - West End (Galveston),[RecordType],Church,-94.81096,29.288512
[Account],0011N000018j3HxQAI,Holy Cross Lutheran Church,[RecordType],Church,-95.485758,29.794384
[Account],0011N000018j3HyQAI,First Lutheran Church,[RecordType],Church,-94.794754,29.302161
[Account],0011N000018j3I0QAI,Holy Family Catholic Church,[RecordType],Church,-95.534043,29.61978
[Account],0011N000018j3I2QAI,Holy Ghost Pentecostal,[RecordType],Church,-95.287119,29.811713
[Account],0011N000018j3I3QAI,Holy Rosary Catholic Church - Rosenberg,[RecordType],Church,-95.817486,29.552813
[Account],0011N000018j3I4QAI,Holy Spirit Lutheran Church,[RecordType],Church,-95.323227,29.90086
[Account],0011N000018j3I5QAI,Holy Spirit Temple M.R.C.,[RecordType],Church,-95.339688,29.658058
[Account],0011N000018j3I6QAI,Woodlands Church - Tomball Campus,[RecordType],Church,-95.60592,30.099244
[Account],0011N000018j3I7QAI,Woodlands Church - Woodlands Campus,[RecordType],Church,-95.473657,30.204135
[Account],0011N000018j3I8QAI,Holy Three In One Lutheran Church of The Deaf,[RecordType],Church,-95.49423,29.798289
[Account],0011N000018j3I9QAI,Holy Three-in-One Lutheran Church,[RecordType],Church,-95.37877,29.731063
[Account],0011N000018j3IAQAY,Holy Trinity Christian Fellowship Church,[RecordType],Church,-95.384429,29.854735
[Account],0011N000018j3IBQAY,Greater New Holy Trinity Church of God in Christ,[RecordType],Church,-95.304063,29.831045
[Account],0011N000018j3ICQAY,Holy Trinity Evangelical Lutheran Church,[RecordType],Church,-95.396936,29.875026
[Account],0011N000018j3IDQAY,Holy Trinity Missionary Baptist - Houston #1,[RecordType],Church,-95.464324,29.615688
[Account],0011N000018j3IEQAY,Holy Trinity Missionary Baptist - Houston #2,[RecordType],Church,-95.466061,29.605424
[Account],0011N000018j3IFQAY,Holy Trinity UMC,[RecordType],Church,-95.192858,29.782053
[Account],0011N000018j3IGQAY,Holy Valley Church of God,[RecordType],Church,-95.428568,29.857927
[Account],0011N000018j3IHQAY,Compton Memorial Church of God & Christ,[RecordType],Church,-94.797109,29.301017
[Account],0011N000018j3IIQAY,Honea Baptist Church,[RecordType],Church,-95.4477,30.3109
[Account],0011N000018j3IJQAY,Hope Community Church,[RecordType],Church,-95.469054,29.802019
[Account],0011N000018j3IKQAY,Hope Faith & Charity Missionary Baptist,[RecordType],Church,-95.368723,29.870431
[Account],0011N000018j3ILQAY,Christian Heritage Pentecostal Church,[RecordType],Church,-94.838058,29.274292
[Account],0011N000018j3IMQAY,Hope Missionary Baptist Church,[RecordType],Church,-95.159786,29.675521
[Account],0011N000018j3INQAY,Hopewell Baptist - Willis,[RecordType],Church,-95.4385,30.4433
[Account],0011N000018j3IOQAY,Hosanna Baptist Church,[RecordType],Church,-95.517414,29.685419
[Account],0011N000018j3IQQAY,Hosanna Evangelical Lutheran Church,[RecordType],Church,-95.445152,30.009471
[Account],0011N000018j3IRQAY,Hosley Temple CME Church,[RecordType],Church,-95.340886,29.787309
[Account],0011N000018j3ISQAY,House of Deliverance,[RecordType],Church,-95.285569,29.810203
[Account],0011N000018j3FjQAI,Galilee Baptist - Houston #2,[RecordType],Church,-95.427304,29.859995
[Account],0011N000018j3FkQAI,Greater Nazarene Baptist Church,[RecordType],Church,-95.378235,29.643164
[Account],0011N000018j3FlQAI,Greater NE Antioch Missionary Baptist,[RecordType],Church,-95.312053,29.867126
[Account],0011N000018j3FmQAI,Greater New Canaan Missionary Baptist,[RecordType],Church,-95.292836,29.837287
[Account],0011N000018j3FnQAI,Greater New Faith Missionary Baptist,[RecordType],Church,-95.369721,29.72371
[Account],0011N000018j3FoQAI,Greater New Fellowship Baptist Church,[RecordType],Church,-95.300678,29.832815
[Account],0011N000018j3FpQAI,Greater New Hope Baptist - Alvin,[RecordType],Church,-95.255467,29.431859
[Account],0011N000018j3FqQAI,Greater New Hope Baptist Church (Bainbridge St),[RecordType],Church,-95.310837,29.864339
[Account],0011N000018j3FrQAI,Galilee Baptist - Houston #1,[RecordType],Church,-95.376822,29.650997
[Account],0011N000018j3FsQAI,Greater New Hope Baptist Church (Main St),[RecordType],Church,-95.394075,29.821109
[Account],0011N000018j3FtQAI,Greater New Macedonia Baptist Church (Rosharon),[RecordType],Church,-95.465046,29.362312
[Account],0011N000018j3FuQAI,Greater New Sanctuary Baptist Church,[RecordType],Church,-95.294675,29.839154
[Account],0011N000018j3FvQAI,Greater Northside Antioch Baptist Church,[RecordType],Church,-95.344698,29.782166
[Account],0011N000018j3FwQAI,Greater Outreach Missionary Baptist,[RecordType],Church,-95.313408,29.668756
[Account],0011N000018j3FxQAI,Greater Paradise Baptist Church,[RecordType],Church,-95.4462,29.0421
[Account],0011N000018j3FyQAI,Greater Parkhill Church of God in Christ,[RecordType],Church,-95.291929,29.833306
[Account],0011N000018j3FzQAI,Greater Peace Tabernacle United Pentecostal Church,[RecordType],Church,-94.981383,29.787921
[Account],0011N000018j3G0QAI,Greater Pleasant Hill Missionary Baptist Church,[RecordType],Church,-95.413399,29.803481
[Account],0011N000018j3G1QAI,Greater Progressive Baptist Church,[RecordType],Church,-95.425906,29.169575
[Account],0011N000018j3G2QAI,Greater Progressive Tabernacle,[RecordType],Church,-95.2863,29.8247
[Account],0011N000018j3G3QAI,Greater Rose Hill Baptist Church,[RecordType],Church,-95.360071,29.729026
[Account],0011N000018j3G4QAI,Greater Rose Hill Missionary Baptist,[RecordType],Church,-95.300678,29.832815
[Account],0011N000018j3G5QAI,Greater St Luke's Missionary Baptist Church,[RecordType],Church,-95.353415,29.812399
