_,Id,Name,RecordType,RecordType.Name,BillingLongitude,BillingLatitude
[Account],0011N000018j2oiQAA,Iglesia Bautista Morada de Paz,[RecordType],Church,-95.207762,29.767217
[Account],0011N000018j380QAA,Victory Assembly of God,[RecordType],Church,-95.19,29.523
[Account],0011N000018j381QAA,Fiesta Missionary Baptist Church,[RecordType],Church,-95.354874,29.63907
[Account],0011N000018j382QAA,Fifth Ward Baptist Church,[RecordType],Church,-95.327937,29.780019
[Account],0011N000018j383QAA,Fifth Ward Church of Christ,[RecordType],Church,-95.327026,29.773341
[Account],0011N000018j384QAA,Firnat Missionary Baptist Church,[RecordType],Church,-95.30027,29.845212
[Account],0011N000018j385QAA,First African Baptist Church,[RecordType],Church,-95.524865,29.691064
[Account],0011N000018j386QAA,First African Baptist Mission,[RecordType],Church,-95.5281,29.6613
[Account],0011N000018j387QAA,Vietnamese Evangelical Church,[RecordType],Church,-95.495401,29.904776
[Account],0011N000018j388QAA,First Alneater Baptist Church,[RecordType],Church,-95.360497,29.663993
[Account],0011N000018j389QAA,First Apostolic Church of Highlands,[RecordType],Church,-94.683202,29.76081
[Account],0011N000018j38AQAQ,Sealy Assembly of God,[RecordType],Church,-96.1626,29.7784
[Account],0011N000018j38BQAQ,Willis Assembly of God,[RecordType],Church,-95.4385,30.4433
[Account],0011N000018j38CQAQ,Willowbrook Assembly of God,[RecordType],Church,-95.553382,29.965899
[Account],0011N000018j38DQAQ,Woodland Park Assembly of God,[RecordType],Church,-95.447105,30.207566
[Account],0011N000018j38EQAQ,Worship Center,[RecordType],Church,-95.428569,29.901227
[Account],0011N000018j38FQAQ,Gloryland Assembly of God,[RecordType],Church,-95.589299,29.704396
[Account],0011N000018j3rqQAA,Woodland Trails Baptist Church,[RecordType],Church,-95.495102,29.87905
[Account],0011N000018j3rrQAA,Woodlands Christian Church,[RecordType],Church,-95.442669,30.135842
[Account],0011N000018j3rsQAA,Woodlands Church of Christ,[RecordType],Church,-95.4618,30.1865
[Account],0011N000018j3ruQAA,Woodlands Community Presbyterian Church,[RecordType],Church,-95.502147,30.168576
[Account],0011N000018j3rvQAA,Woodlands Parkway Baptist Church,[RecordType],Church,-95.519044,30.172139
[Account],0011N000018j3rwQAA,Woodlands Presbyterian Church,[RecordType],Church,-95.502147,30.168576
[Account],0011N000018j3rxQAA,Woodlands Trinity Church,[RecordType],Church,-95.491915,30.156332
[Account],0011N000018j3ryQAA,Woodlands United Methodist Church,[RecordType],Church,-95.468411,30.167667
[Account],0011N000018j3s0QAA,Woodsdale Baptist Church,[RecordType],Church,-95.346304,29.871627
[Account],0011N000018j3s1QAA,Wooster Baptist Church,[RecordType],Church,-95.03257,29.766011
[Account],0011N000018j3s2QAA,Word of Faith,[RecordType],Church,-95.565481,29.644251
[Account],0011N000018j3s3QAA,Word of God Church - Houston,[RecordType],Church,-95.258409,29.857243
[Account],0011N000018j3s4QAA,Word of God Church - Missouri City,[RecordType],Church,-95.526639,29.59841
[Account],0011N000018j3s5QAA,Word of Grace Missionary Baptist Church,[RecordType],Church,-95.466602,29.616692
[Account],0011N000018j3s6QAA,Word of Life Full Gospel,[RecordType],Church,-95.364916,29.727632
[Account],0011N000018j2v1QAA,Bethlehem Lutheran Church Missouri Synod,[RecordType],Church,-95.388762,29.793718
[Account],0011N000018j2v2QAA,Bethlehem Missionary Baptist Church,[RecordType],Church,-95.401664,29.775409
[Account],0011N000018j2v3QAA,Bethlehem Pentecostal Church Cladis,[RecordType],Church,-95.272592,29.713544
[Account],0011N000018j2v4QAA,Jones Creek Assembly of God,[RecordType],Church,-95.457696,28.973468
[Account],0011N000018j2v5QAA,Beulahland Faith Tabernacle,[RecordType],Church,,
[Account],0011N000018j2v6QAA,Beulahland Pentecostal Church,[RecordType],Church,-95.439073,29.677146
[Account],0011N000018j2v8QAA,Bible Baptist Church (Conroe),[RecordType],Church,-95.347013,30.291789
[Account],0011N000018j2v9QAA,Bible Baptist Church (Houston),[RecordType],Church,-95.356414,29.882082
[Account],0011N000018j2vAQAQ,Bible Based Haitian Fellowship Church,[RecordType],Church,-95.515683,29.849574
[Account],0011N000018j2vBQAQ,Bible Days Revival Church - Houston,[RecordType],Church,-95.364636,29.780921
[Account],0011N000018j2vCQAQ,Bible Days Revival Church - Galveston,[RecordType],Church,-94.798502,29.297581
[Account],0011N000018j2vEQAQ,Bible Fellowship Baptist - Brookshire,[RecordType],Church,-95.951854,29.786437
[Account],0011N000018j2vFQAQ,Bible Fellowship Baptist - Houston,[RecordType],Church,-95.447632,29.91898
[Account],0011N000018j2vGQAQ,Bible Fellowship Baptist - Spring,[RecordType],Church,-95.43842,30.049009
[Account],0011N000018j2vHQAQ,Bible Missionary Church - Baytown,[RecordType],Church,-94.980057,29.718849
[Account],0011N000018j2ojQAA,Immaculate Conception Catholic Church,[RecordType],Church,-95.296981,29.733363
[Account],0011N000018j2okQAA,International Way of Life Ministry,[RecordType],Church,-95.587548,29.713415
[Account],0011N000018j2olQAA,Faith Assembly of God - Conroe,[RecordType],Church,-95.3979,30.244803
[Account],0011N000018j2omQAA,Faith Assembly of God - Pasadena,[RecordType],Church,-95.1852,29.658362
[Account],0011N000018j2onQAA,League City UMC,[RecordType],Church,-95.109775,29.503173
[Account],0011N000018j2ooQAA,Faith Chapel Assembly of God,[RecordType],Church,-95.504405,30.032508
[Account],0011N000018j2opQAA,Our Lady of Lourdes Catholic - Houston,[RecordType],Church,-95.522308,29.861264
[Account],0011N000018j2oqQAA,Living Stones Church - Alvin,[RecordType],Church,-95.229269,29.452358
[Account],0011N000018j2orQAA,Church of Christ - Magnolia,[RecordType],Church,-95.737239,30.201032
[Account],0011N000018j2osQAA,Mary Queen Catholic,[RecordType],Church,-95.199857,29.523833
[Account],0011N000018j2otQAA,Mt. Ararat Baptist #1,[RecordType],Church,-95.413885,29.850687
[Account],0011N000018j2ouQAA,New Vision Baptist - Dickinson,[RecordType],Church,-95.066554,29.472085
[Account],0011N000018j2ovQAA,Our Lady of Guadalupe Catholic - Houston,[RecordType],Church,-95.34444,29.759181
[Account],0011N000018j2owQAA,Our Lady of Mount Carmel Parish,[RecordType],Church,-95.308231,29.661314
[Account],0011N000018j38GQAQ,Clear Lake Chinese Church,[RecordType],Church,-95.1229,29.539235
[Account],0011N000018j38HQAQ,Calvary Houston,[RecordType],Church,-95.170934,29.522121
[Account],0011N000018j38IQAQ,Cross Roads Community - Pearland,[RecordType],Church,-95.330955,29.54532
[Account],0011N000018j38JQAQ,Jordan Baptist Church,[RecordType],Church,-95.34213,29.886582
[Account],0011N000018j38KQAQ,The Lord's Glory Church,[RecordType],Church,-95.253689,30.000661
[Account],0011N000018j38LQAQ,New Life Church,[RecordType],Church,-95.568472,29.814474
[Account],0011N000018j38MQAQ,Trinity Church - Pearland,[RecordType],Church,-95.281997,29.564932
[Account],0011N000018j38NQAQ,Woodlands Church - Atascocita Campus,[RecordType],Church,-95.164781,29.980552
[Account],0011N000018j38OQAQ,New Community Baptist Church,[RecordType],Church,-95.285988,29.844308
[Account],0011N000018j38PQAQ,Katy Bible Church,[RecordType],Church,-95.823892,29.808774
[Account],0011N000018j38QQAQ,Southway Community Church,[RecordType],Church,-95.3821,29.6129
[Account],0011N000018j38RQAQ,The Way - Antioch Christian Church - Humble,[RecordType],Church,-95.250111,30.001142
[Account],0011N000018j3DAQAY,Gethsemane Missionary Baptist Church - Cypress,[RecordType],Church,-95.733192,29.988674
[Account],0011N000018j3DBQAY,St. Luke's United Methodist Church - Gethsemane Campus,[RecordType],Church,-95.503822,29.70539
[Account],0011N000018j3DCQAY,Gideon Baptist Church,[RecordType],Church,-95.37625,29.836341
[Account],0011N000018j3DDQAY,Gideon Missionary Baptist Church,[RecordType],Church,-95.365466,29.666067
[Account],0011N000018j3DEQAY,Joint Heirs Fellowship Church,[RecordType],Church,-95.230231,29.621865
[Account],0011N000018j3DFQAY,Elim Church,[RecordType],Church,-95.236761,29.673314
[Account],0011N000018j3DGQAY,Fellowship Bible Church - Pearland,[RecordType],Church,-95.237668,29.546902
[Account],0011N000018j3DHQAY,Glenbrook United Methodist Church,[RecordType],Church,-95.27414,29.663688
[Account],0011N000018j3DIQAY,Glendale Baptist Church,[RecordType],Church,-95.219398,29.762123
[Account],0011N000018j3DJQAY,Glenn Rose Baptist Church,[RecordType],Church,-95.395874,29.849054
[Account],0011N000018j3DKQAY,Glenn Rose Hispanic Baptist,[RecordType],Church,-95.395874,29.849054
[Account],0011N000018j3s7QAA,Word of Life Full Gospel Interdenominational Fello,[RecordType],Church,-95.364916,29.727632
[Account],0011N000018j3s8QAA,Word of Life Ministries,[RecordType],Church,-95.3031,29.6858
[Account],0011N000018j3s9QAA,"Word of Life Pentecostal Church,Inc.",[RecordType],Church,-95.393008,29.772296
[Account],0011N000018j3sAQAQ,World of Faith,[RecordType],Church,-95.428569,29.901227
[Account],0011N000018j3sBQAQ,Worldnet Grace Ministries,[RecordType],Church,-95.441029,30.122402
[Account],0011N000018j3sCQAQ,Worldwide Church of God - West,[RecordType],Church,-95.633682,29.719345
[Account],0011N000018j3sDQAQ,Worship Center Downtown,[RecordType],Church,-95.384608,29.751646
[Account],0011N000018j3sEQAQ,Meadowcrest Church,[RecordType],Church,-95.142671,29.671591
[Account],0011N000018j3sFQAQ,Worthington Missionary Baptist Church,[RecordType],Church,-95.340034,29.83626
[Account],0011N000018j3sGQAQ,Wright Grove Baptist Church,[RecordType],Church,-95.435293,29.883503
[Account],0011N000018j3sHQAQ,Shiloh Missionary Baptist Church,[RecordType],Church,-95.4533,29.8807
[Account],0011N000018j3sIQAQ,Mt. Nebo Baptist,[RecordType],Church,-95.449355,29.866339
[Account],0011N000018j3sJQAQ,Ye Haan Presbyterian Church,[RecordType],Church,-95.511,29.774
[Account],0011N000018j3sKQAQ,Greater Mt. Pilgrim Baptist Church (Blanco St),[RecordType],Church,-95.527648,29.730606
[Account],0011N000018j2yaQAA,Macedonia Assembly of God,[RecordType],Church,-94.9646,30.3517
[Account],0011N000018j2ybQAA,Christ Lutheran Church (Pattison),[RecordType],Church,-95.9947,29.825
[Account],0011N000018j2ycQAA,Christ Memorial Lutheran,[RecordType],Church,-95.594058,29.771138
[Account],0011N000018j2ydQAA,Christ Missionary Baptist Church,[RecordType],Church,-95.391475,29.82309
[Account],0011N000018j2yeQAA,St. Peter United Church of Christ,[RecordType],Church,-95.512446,29.801193
[Account],0011N000018j2yfQAA,Christ Outreach Church of God,[RecordType],Church,-95.32192,29.800814
[Account],0011N000018j2ygQAA,Christ Presbyterian Church,[RecordType],Church,-95.439205,29.614403
[Account],0011N000018j2yhQAA,Christ Tabernacle United Pentecostal Church,[RecordType],Church,-95.079476,30.03944
[Account],0011N000018j2yiQAA,Christ Temple Apostolic Church,[RecordType],Church,-95.318,29.815824
[Account],0011N000018j2yjQAA,Christ Temple United Pentecostal Church,[RecordType],Church,-94.937619,29.393104
[Account],0011N000018j2ykQAA,Christ the Good Shepherd Catholic Community,[RecordType],Church,-95.498166,30.038764
[Account],0011N000018j2ylQAA,Christ the King Episcopal - Alief,[RecordType],Church,-95.65645,29.699874
[Account],0011N000018j2ymQAA,Christ the King Episcopal - Huffman,[RecordType],Church,-95.1054,30.054
[Account],0011N000018j2ynQAA,Christ the King Evangelical Lutheran,[RecordType],Church,-95.413337,29.717177
[Account],0011N000018j2yoQAA,Manor Assembly of God,[RecordType],Church,-95.201457,29.65358
[Account],0011N000018j2ypQAA,Christ the King Lutheran (Houston),[RecordType],Church,-95.41333,29.717122
[Account],0011N000018j2yqQAA,Christ the King Presbyterian Church,[RecordType],Church,-95.468895,29.791395
[Account],0011N000018j2yrQAA,Christ the Servant Lutheran Church,[RecordType],Church,-95.572643,29.739877
[Account],0011N000018j2ysQAA,Christ United Church,[RecordType],Church,-95.655377,29.984184
[Account],0011N000018j2ytQAA,Christ Way Church of God in Christ,[RecordType],Church,-95.360649,29.657156
[Account],0011N000018j2yuQAA,Christ Way Fellowship Baptist Church,[RecordType],Church,-95.468115,29.651444
[Account],0011N000018j2vhQAA,Blueridge Methodist Church,[RecordType],Church,-95.37304,29.651775
[Account],0011N000018j2vjQAA,Body of Faith Church,[RecordType],Church,-95.544143,29.528827
[Account],0011N000018j2vkQAA,Lake Forest Assembly of God,[RecordType],Church,-95.2183,29.7857
[Account],0011N000018j2vlQAA,Boulevard Baptist Church,[RecordType],Church,-95.180546,29.681117
[Account],0011N000018j2vmQAA,Boyd Chapel AME,[RecordType],Church,-95.311876,29.837209
[Account],0011N000018j2vnQAA,Boynton Chapel United Methodist Church,[RecordType],Church,-95.347684,29.730338
[Account],0011N000018j2voQAA,Braeburn Baptist Church,[RecordType],Church,-95.488101,29.694273
[Account],0011N000018j2vpQAA,Lakeside Assembly of God,[RecordType],Church,-95.54359,30.045204
[Account],0011N000018j2vqQAA,Braeburn Presbyterian Church,[RecordType],Church,-95.515365,29.675005
[Account],0011N000018j2vrQAA,Braes Baptist Church,[RecordType],Church,-95.432238,29.687854
[Account],0011N000018j2vsQAA,Bramley Drive Baptist Church,[RecordType],Church,-95.1482,29.6653
[Account],0011N000018j2vtQAA,Ley Road Assembly of God,[RecordType],Church,-95.2863,29.8247
[Account],0011N000018j2vuQAA,Bread of Deliverance Tabernacle Church,[RecordType],Church,-95.461045,29.820424
[Account],0011N000018j2vvQAA,Brenham Presbyterian Church,[RecordType],Church,-96.403087,30.159501
[Account],0011N000018j2vwQAA,Briarchase Missionary Baptist Church,[RecordType],Church,-95.493971,29.592099
[Account],0011N000018j2vxQAA,Bridgewater Baptist Church,[RecordType],Church,-95.818732,29.78333
[Account],0011N000018j2vyQAA,Brigance Road Baptist Church Church Office,[RecordType],Church,-95.5808,29.014
[Account],0011N000018j2vzQAA,Bright Star Missionary Baptist,[RecordType],Church,-95.4469,29.864633
[Account],0011N000018j2w0QAA,Bright Star Missionary Baptist Church,[RecordType],Church,-95.446264,29.86326
[Account],0011N000018j2w1QAA,Berea Missionary Baptist Church,[RecordType],Church,-95.301463,29.887394
[Account],0011N000018j2w3QAA,Broadway Baptist Temple,[RecordType],Church,-95.288158,29.715635
[Account],0011N000018j2w5QAA,Brook Capel United Methodist Church,[RecordType],Church,-95.35209,29.799803
[Account],0011N000018j2w6QAA,Brookfield Missionary Baptist,[RecordType],Church,,
[Account],0011N000018j2w7QAA,Brookhaven Church of Christ,[RecordType],Church,-95.366365,29.666769
[Account],0011N000018j2w8QAA,Brookshire Tabernacle United Pentecostal Church,[RecordType],Church,-95.954745,29.785406
[Account],0011N000018j2w9QAA,Brown Chapel AME,[RecordType],Church,-95.392706,29.769303
[Account],0011N000018j2wAQAQ,Brown Chapel AME Church,[RecordType],Church,-95.392706,29.769303
[Account],0011N000018j2wBQAQ,Brownwood Baptist Church,[RecordType],Church,-95.6551,30.4091
[Account],0011N000018j2wCQAQ,Buck Street Memorial Church of God in Christ,[RecordType],Church,-95.338141,29.795632
[Account],0011N000018j2wDQAQ,Buriel Chapel Baptist Church,[RecordType],Church,-95.500695,29.143692
[Account],0011N000018j2wEQAQ,Called Out Assembly Baptist Church,[RecordType],Church,-95.350019,29.694476
[Account],0011N000018j2wFQAQ,Calvary Baptist - Clear Lake,[RecordType],Church,-95.154856,29.579978
[Account],0011N000018j2wGQAQ,Calvary Baptist - Conroe,[RecordType],Church,-95.474039,30.355456
[Account],0011N000018j2wHQAQ,Calvary Baptist - Freeport,[RecordType],Church,-95.3556,28.9753
[Account],0011N000018j2wIQAQ,Calvary Baptist - Friendswood,[RecordType],Church,-95.213295,29.48966
[Account],0011N000018j2wJQAQ,Calvary Baptist - Houston,[RecordType],Church,-95.357207,29.734839
[Account],0011N000018j2wKQAQ,Calvary Baptist - Houston #2,[RecordType],Church,-95.448516,29.858525
[Account],0011N000018j2wLQAQ,Homestead Missionary Baptist Church,[RecordType],Church,-95.30132,29.885453
[Account],0011N000018j2wMQAQ,Calvary Baptist - Houston #4,[RecordType],Church,-95.417761,29.613135
[Account],0011N000018j2wNQAQ,Greater True Light Baptist Church,[RecordType],Church,-95.288578,29.883679
[Account],0011N000018j2wOQAQ,Northland Missionary Baptist Church,[RecordType],Church,-95.306935,29.878997
[Account],0011N000018j2wPQAQ,Calvary Baptist - Liberty #1,[RecordType],Church,-94.8967,30.0352
[Account],0011N000018j2wQQAQ,Calvary Baptist - Liberty #2,[RecordType],Church,-94.7556,30.0701
[Account],0011N000018j2wRQAQ,Calvary Baptist - North Channel,[RecordType],Church,-95.183651,29.818657
[Account],0011N000018j2wSQAQ,Calvary Baptist - Rosharon,[RecordType],Church,-95.453145,29.507804
[Account],0011N000018j2wTQAQ,Calvary Baptist - Texas City,[RecordType],Church,-94.902213,29.401824
[Account],0011N000018j2wUQAQ,Calvary Baptist - Tomball,[RecordType],Church,-95.594773,30.085166
[Account],0011N000018j2wVQAQ,Calvary Bible Church - Spring,[RecordType],Church,-95.396683,30.051716
[Account],0011N000018j2wWQAQ,Calvary Chapel of Houston Church - Westside,[RecordType],Church,-95.746601,29.771835
[Account],0011N000018j2wXQAQ,Calvary Fellowship - Houston #1,[RecordType],Church,-95.140393,29.577825
[Account],0011N000018j2wYQAQ,Calvary Fellowship - Houston #2,[RecordType],Church,-95.623783,29.73914
[Account],0011N000018j2waQAA,Calvary Hill Baptist,[RecordType],Church,-95.418693,29.613862
[Account],0011N000018j2wbQAA,Calvary Hill Baptist Church,[RecordType],Church,-95.357632,29.617215
[Account],0011N000018j2wcQAA,Calvary Lutheran Church,[RecordType],Church,-95.301254,29.86861
[Account],0011N000018j2wdQAA,Calvary Methodist Church,[RecordType],Church,-95.319384,29.827284
[Account],0011N000018j2weQAA,Calvary Missionary Baptist - Baytown,[RecordType],Church,-94.94485,29.729253
[Account],0011N000018j2wfQAA,Calvary Missionary Baptist (Fairfax Ln),[RecordType],Church,-95.245399,29.76104
[Account],0011N000018j2wgQAA,Calvary Missionary Baptist Church (Dalview St),[RecordType],Church,-95.448516,29.858525
[Account],0011N000018j2whQAA,Calvary Pentecostal Church of God,[RecordType],Church,-95.364236,29.845823
[Account],0011N000018j2wiQAA,Calvary Road Baptist Church,[RecordType],Church,-95.4385,30.4433
[Account],0011N000018j2wjQAA,Calvary Tabernacle Church,[RecordType],Church,-95.140101,29.67649
[Account],0011N000018j2wkQAA,Dyersdale Baptist Church,[RecordType],Church,-95.260701,29.892835
[Account],0011N000018j2wlQAA,Calvary Tabernacle United Pentecostal Church,[RecordType],Church,-95.672317,29.848761
[Account],0011N000018j2wmQAA,Life Church of the Assemblies of God,[RecordType],Church,-94.908732,29.792469
[Account],0011N000018j2wnQAA,Lindale Assembly of God,[RecordType],Church,-95.3763,29.8299
[Account],0011N000018j2woQAA,Cambodian Glenn Rose,[RecordType],Church,-95.395874,29.849054
[Account],0011N000018j2wpQAA,Cambodian South Main Baptist Church,[RecordType],Church,-95.382923,29.736481
[Account],0011N000018j2wqQAA,Canaan Baptist Church,[RecordType],Church,-95.317617,29.807007
[Account],0011N000018j2wrQAA,Canaan Land Missionary Baptist Church,[RecordType],Church,-95.187184,29.640765
[Account],0011N000018j2wsQAA,Canaan Missionary Baptist Church,[RecordType],Church,-95.524317,29.868617
[Account],0011N000018j2wtQAA,Candlelight Baptist Church,[RecordType],Church,-95.468217,29.863176
[Account],0011N000018j2wuQAA,Candlelight Bible Church,[RecordType],Church,-95.468217,29.863176
[Account],0011N000018j2wvQAA,Candlelight Church of Christ,[RecordType],Church,-95.458118,29.830085
[Account],0011N000018j2wwQAA,Candlestick Baptist Church,[RecordType],Church,-95.457548,30.064464
[Account],0011N000018j2wxQAA,Caney Creek Pentecostal Church,[RecordType],Church,-95.1585,30.2265
[Account],0011N000018j2wyQAA,Capilla La Divina Providencia,[RecordType],Church,-95.286378,29.761413
[Account],0011N000018j2wzQAA,Capitol Missionary Baptist Church,[RecordType],Church,-95.63744,29.140607
[Account],0011N000018j2x1QAA,Caring Heart Outreach Church,[RecordType],Church,-95.34291,29.816204
[Account],0011N000018j2x2QAA,Carmel Temple,[RecordType],Church,-95.24463,29.657607
[Account],0011N000018j2x3QAA,Carmelite Fathers,[RecordType],Church,-95.308231,29.661314
[Account],0011N000018j2x4QAA,Carrell Street Baptist Church,[RecordType],Church,-95.605262,30.105556
[Account],0011N000018j2x5QAA,Carver Street Church of God,[RecordType],Church,-95.44532,29.857699
[Account],0011N000018j2x6QAA,Carver Street Church of God in Christ,[RecordType],Church,-95.44532,29.857699
[Account],0011N000018j2x7QAA,Carverdale Community Church of God & Christ,[RecordType],Church,-95.548614,29.844973
[Account],0011N000018j2x8QAA,Carverdale Missionary Baptist,[RecordType],Church,-95.543809,29.857277
[Account],0011N000018j2x9QAA,Casa de Alabanza UMC,[RecordType],Church,-95.400492,29.811198
[Account],0011N000018j2xAQAQ,Casa Del Alfarero #1,[RecordType],Church,-95.589733,29.688569
[Account],0011N000018j2xBQAQ,Casa Del Alfarero #2,[RecordType],Church,-95.540431,29.801403
[Account],0011N000018j2xCQAQ,The Church of New Beginnings (Cathedral of Faith),[RecordType],Church,-95.438608,29.946224
[Account],0011N000018j2xEQAQ,Cedar Bayou Baptist Church,[RecordType],Church,-94.939792,29.759129
[Account],0011N000018j2xFQAQ,Cedar Bayou United Methodist Church,[RecordType],Church,-94.926782,29.753524
[Account],0011N000018j2xGQAQ,Celestial Church of Christ - Altonbury,[RecordType],Church,-95.564297,29.645434
[Account],0011N000018j2xHQAQ,Celestial Church of Christ - W Bellfort,[RecordType],Church,-95.544017,29.656736
[Account],0011N000018j2xIQAQ,Center Hill Baptist Church,[RecordType],Church,-95.4385,30.4433
[Account],0011N000018j2xJQAQ,South Houston Assembly of God Center,[RecordType],Church,-95.2294,29.6612
[Account],0011N000018j2xKQAQ,First Assembly of God - Texas City,[RecordType],Church,-94.902559,29.405028
[Account],0011N000018j2xLQAQ,Little York Assembly of God Church,[RecordType],Church,-95.412855,29.86898
[Account],0011N000018j2xMQAQ,Calvary Tabernacle Pentecostal Church,[RecordType],Church,-95.499769,29.825928
[Account],0011N000018j2xNQAQ,Living Springs Assembly of God,[RecordType],Church,-95.168869,29.666349
[Account],0011N000018j2xOQAQ,Living Waters Assembly of God,[RecordType],Church,-95.6772,30.1857
[Account],0011N000018j2xPQAQ,Korean United Methodist Church,[RecordType],Church,-95.515327,29.832372
[Account],0011N000018j2xQQAQ,Central Baptist Church Northwest,[RecordType],Church,-95.492681,29.900253
[Account],0011N000018j2xRQAQ,Central Baptist Church of Baytown,[RecordType],Church,-94.976304,29.720316
[Account],0011N000018j2xSQAQ,Central Baptist Church of Deer Park,[RecordType],Church,-95.126398,29.694133
[Account],0011N000018j2xTQAQ,Central Baptist Church of Liberty,[RecordType],Church,-94.770842,30.057499
[Account],0011N000018j2xUQAQ,Central Baptist Church of Pasadena,[RecordType],Church,-95.194901,29.696562
[Account],0011N000018j2xVQAQ,Central Baptist Church of Port Arthur,[RecordType],Church,-93.938916,29.933893
[Account],0011N000018j2xWQAQ,Central Christian Church (Galveston),[RecordType],Church,-94.794894,29.291897
[Account],0011N000018j2xXQAQ,Central Christian Church (The Woodlands),[RecordType],Church,-95.4667,30.1431
[Account],0011N000018j2xYQAQ,Central Christian Church (Rosenberg),[RecordType],Church,-95.774801,29.562032
[Account],0011N000018j2xZQAQ,Central Congregational Church,[RecordType],Church,-95.375633,29.738212
[Account],0011N000018j2xaQAA,First Central Garden Missionary Baptist Church,[RecordType],Church,-95.344233,29.821499
[Account],0011N000018j2xbQAA,Springcrest Baptist Church Aba,[RecordType],Church,-95.531882,29.83275
[Account],0011N000018j2xcQAA,Central Heights Church of Christ,[RecordType],Church,-94.988318,29.735047
[Account],0011N000018j2xdQAA,Central Park Church of God #1,[RecordType],Church,-95.195077,29.65589
[Account],0011N000018j2xfQAA,Central Park Methodist Church,[RecordType],Church,-95.303332,29.738129
[Account],0011N000018j2xgQAA,Central Park Methodist Church Parsonage,[RecordType],Church,-95.315833,29.727392
[Account],0011N000018j2xiQAA,Centro Cristiano,[RecordType],Church,-95.61982,29.717236
[Account],0011N000018j2xjQAA,Centro Cristiano Alfa y Omega,[RecordType],Church,-95.395874,29.849054
[Account],0011N000018j2xkQAA,Centro Cristiano Bautista - Spring Branch,[RecordType],Church,-95.469054,29.802019
[Account],0011N000018j2xlQAA,Centro Cristiano Bautista Restauracion,[RecordType],Church,-95.128293,29.469385
[Account],0011N000018j2xmQAA,Centro Cristiano El Calvario,[RecordType],Church,-95.177065,29.698652
[Account],0011N000018j2xnQAA,Centro Cristiano El Siloe,[RecordType],Church,-95.491189,29.697652
[Account],0011N000018j2xoQAA,Centro Cristiano Familiar - Humble,[RecordType],Church,-95.299967,29.949562
[Account],0011N000018j2xpQAA,Centro Cristiano Nisi,[RecordType],Church,-95.480952,29.708301
[Account],0011N000018j2xqQAA,Centro Cristiano Roca Eterna - Houston,[RecordType],Church,-95.588261,29.711468
[Account],0011N000018j2xrQAA,Centro Cristiano Roca Eterna - Porter,[RecordType],Church,-95.2575,30.103
[Account],0011N000018j2xsQAA,Centro Cristiano Shekinah,[RecordType],Church,-95.389765,29.788331
[Account],0011N000018j2xtQAA,Centro de Adoracion,[RecordType],Church,-95.490642,29.699359
[Account],0011N000018j2xuQAA,Centro de Restauracion Integral,[RecordType],Church,-95.575766,29.786931
[Account],0011N000018j2xvQAA,Centro Familiar Cristiano Sion - Galena Park,[RecordType],Church,-95.234713,29.736633
[Account],0011N000018j2xwQAA,Centro Familiar Cristiano Sion - Houston #1,[RecordType],Church,-95.166214,29.78618
[Account],0011N000018j2xxQAA,Centro Familiar Cristiano Sion - Houston #2,[RecordType],Church,-95.177004,29.801995
[Account],0011N000018j2xzQAA,Champions Evangelical Covenant Church,[RecordType],Church,-95.49325,29.983801
[Account],0011N000018j2y0QAA,Living Word Assembly of God,[RecordType],Church,-95.4558,30.3116
[Account],0011N000018j2y1QAA,Channelview Memorial Baptist Church,[RecordType],Church,-95.12675,29.798583
[Account],0011N000018j2y2QAA,Channelview Missionary Baptist Church,[RecordType],Church,-95.112161,29.77549
[Account],0011N000018j2y3QAA,Channelview Pentecostal Church Annex Building,[RecordType],Church,-95.123584,29.786693
[Account],0011N000018j2y4QAA,Channelview United Pentecostal Church,[RecordType],Church,-95.123556,29.783118
[Account],0011N000018j2y6QAA,St. Elizabeth Ann Seton Catholic Church,[RecordType],Church,-95.631577,29.872772
[Account],0011N000018j2y7QAA,Chapelwood UMC - Lake Jackson,[RecordType],Church,-95.4462,29.0421
[Account],0011N000018j2y8QAA,Charis Family Church,[RecordType],Church,-95.193094,29.526847
[Account],0011N000018j2y9QAA,Charity Baptist - Splendora,[RecordType],Church,-95.1585,30.2265
[Account],0011N000018j2yAQAQ,Charity Missionary Baptist,[RecordType],Church,-95.350553,29.643093
[Account],0011N000018j2yBQAQ,Charity The Love Driven Church,[RecordType],Church,-95.7252,29.854607
[Account],0011N000018j2yCQAQ,Child Evangelism Fellowship - Conroe,[RecordType],Church,,
[Account],0011N000018j2yDQAQ,Child Evangelism Fellowship - Galveston,[RecordType],Church,,
[Account],0011N000018j2yEQAQ,Chinese Christian Church,[RecordType],Church,-95.511345,29.704159
[Account],0011N000018j2yFQAQ,Mainland Assembly of God,[RecordType],Church,-94.9984,29.3409
[Account],0011N000018j2yGQAQ,Chinese Lutheran Church,[RecordType],Church,-95.594055,29.702912
[Account],0011N000018j2yHQAQ,Chocolate Bayou Baptist Church,[RecordType],Church,-95.2476,29.4172
[Account],0011N000018j2yIQAQ,Choong Hyun Church,[RecordType],Church,-95.530903,29.795174
[Account],0011N000018j2yJQAQ,Christ Apostolic Church,[RecordType],Church,-95.491697,29.598607
[Account],0011N000018j2yKQAQ,Christ Apostolic Church of God,[RecordType],Church,-95.302092,29.671181
